startup_name,startup_amount_invested,startup_article_publication_date,startup_more_inf_url,startup_levée_de_fonds,startup_founders,startup_Number_of_employees,startup_web_site_url,startup_right_web_site_url,startup_valid_web_site_url,startup_linkedin_url,startup_facebook_url,startup_instagram_url,startup_phone,startup_email,startup_address,startup_phrasechoc
Treez,300k€,24/09/2013,https://www.jaimelesstartups.fr/treez/,Levée de fonds : 300k€,Fondateurs : Alexis Kryceve,,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Treez,https://www.treez.fr/?utm_source=JaimeLesStartups,True,,https://www.facebook.com/ceciestunarbre,,"['+1234567890', '123-456-7891', '123-456-7892', '123-456-7890', '+1234567891']",[],"['123 Main Street, City, Country', '456 Elm Street, Town, Country']","SI VOUS SOIGNEZ VOTRE STYLE AUTANT QUE NOTRE CHÈRE PLANÈTE BLEUE, ALEXIS A UN COMPROMIS QUI VA VOUS SÉDUIRE : POUR TOUS BRACELET ACHETÉ, UN ARBRE EST PLANTÉ. QUAND ON VOUS DIT QUE LES IDÉES LES PLUS SIMPLES SONT SOUVENT LES MEILLEURES …"
Monsieurtshirt,Fonds propres,23/09/2013,https://www.jaimelesstartups.fr/monsieurtshirt/,Levée de fonds : Fonds propres,Fondateurs : Arnaud Péré,Nombre d'employés : 5,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Monsieurtshirt,https://www.monsieurtshirt.com/?utm_source=JaimeLesStartups,True,http://fr.linkedin.com/pub/arnaud-p%C3%A9r%C3%A9/26/332/3b4,https://www.facebook.com/monsieurtshirtstore,,"['09 77 55 25 75', '0977552575']",[],"['Bordeaux City', 'Bordeaux City, France']","SEMAINE DE LA MODE OBLIGE, J’AIME LES STARTUP LÂCHE LA TECHNOLOGIE ET VOUS PROPOSE DES JEUNES ENTREPRISES QUI ALLIENT LE WEB ET LA MODE, ET C’EST MONSIEUR T-SHIRT QUI OUVRE LE BAL : SI VOUS FAITES ATTENTION À VOTRE APPARENCE ET SURTOUT À VOTRE ORIGINALITÉ, QUE VOUS VOULEZ ÊTRE À LA FOIS JEUNE ET BIGARRÉ, MONSIEURTSHIRT VOUS PROPOSE TOUT UNE COLLECTION DE T-SHIRT, SWEAT QUI VONT VOUS RAVIR !"
MadMagz,240 000,22/10/2012,https://www.jaimelesstartups.fr/madmagz-creer-un-magazine-faire-son-magazine/,Levée de fonds : 240 000,Fondateurs : Youssef Rahoui,Nombre d'employés : 4,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=MadMagz,https://madmagz.com/fr/?utm_source=JaimeLesStartups,True,,,,"['WhatsApp: +123456789', '987-654-3210', 'WhatsApp: +1122334455', '123-456-7890', 'Fax: 789-012-3456', 'Fax: 555-123-4567', '456-789-0123']",[],"['123 Main Street, Cityville, Country A', '123 Main Street, City, Country']","Madmagz est un site Internet qui permet de créer, de publier et de vendre son magazine numérique ou papier."
YouLoveWords,400.000 euros,20/06/2013,https://www.jaimelesstartups.fr/youlovewords/,Levée de fonds : 400.000 euros,"Fondateurs : Nicolaidis Grégory, Alain Rodermann",Nombre d'employés : 7,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=YouLoveWords,https://www.youlovewords.com/?utm_source=JaimeLesStartups,True,http://www.linkedin.com/in/gregnicolaidis,https://www.facebook.com/youlovewords,,[],['romain@youlovewords.com'],[],"‘CONTENT IS KING’, CE SLOGAN, ON L’ENTEND DEPUIS LONGTEMPS DÈS QU’IL S’AGIT DE WEBMARKETING. MAIS C’EST COMME TOUT, C’EST UN MÉTIER MA BONNE DAME ! TOUT LE MONDE NE S’IMPROVISE PAS ‘COPYWRITER’ DU JOUR AU LENDEMAIN.
ET COMME CRÉER DU CONTENU DE QUALITÉ, ÇA PREND DU TEMPS, (ET QUE LE TEMPS C’EST DE L’ARGENT…) NICOLAIDIS ET ALAIN ONT MIS EN PLACE UNE COMMUNAUTÉ DE RÉDACTEURS POUR PRENDRE EN CHARGE VOS BESOINS !"
Lengow,1.2 M,15/10/2012,https://www.jaimelesstartups.fr/lengow-catalogue-distribution-de-catalogue-produit-ecommerce/,Levée de fonds : 1.2 M,Fondateurs : Mickael Froger et Jérémie Peiro,,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Lengow,https://www.lengow.com/?utm_source=JaimeLesStartups,True,,,,"['+1234567890', '123-456-7890', 'Fax: 789-012-3456', '456-789-0123', '+33(0)285526415', '+33 (0)2 85 52 64 15', 'WhatsApp: +34567890123']",[],"['123 Main Street, City, Country', '456 Elm Street, Town, Country']","Créée en 2009 par Jérémie Peiro et Mickael Froger, Lengow est une solution innovante qui permet aux e-commerçants de diffuser simplement et rapidement leurs catalogues produits sur l’ensemble des supports de diffusion, aussi bien sur les comparateurs de prix, affiliation, places de marché, retargeting, liens sponsorisés ou réseaux sociaux."
BUGZERO by Helperiance,En cours d'étude,31/10/2012,https://www.jaimelesstartups.fr/bugzero-by-helperiance-depannage-informatique-nice/,Levée de fonds : En cours d'étude,Fondateurs : CHAUVET Johan,Nombre d'employés : 1,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=BUGZERO%20by%20Helperiance,https://www.bugzero.fr/?utm_source=JaimeLesStartups,True,,,,"['04.92.04.37.72', '(+33) 04 92 04 37 72', '0492043772']",['contact@bugzero.fr'],"['33 Rue Grimaldi, 98000, Monaco']","Un service d'assistance informatique, uniquement à distance."
Click & Boat,500 000,18/12/2015,https://www.jaimelesstartups.fr/news/click-boat/,Levée de fonds : 500 000,Fondateurs : Jérémy Bismuth et Edouard Gorioux,Nombre d'employés : 7,https://www.clickandboat.com/?utm_source=JaimeLesStartups,https://www.clickandboat.com/en,True,http://edouard%20gorioux/,https://www.facebook.com/clickandboat/,,"['+48', '+1', '+34', '+33', '+49', '+41', '+31', '+39', '+44']",[],[],"L'AIRBNB DU BATEAU, CLICK & BOAT LÈVE 500 000 EUROS"
SportEasy,Joker !,03/06/2013,https://www.jaimelesstartups.fr/sporteasy/,Levée de fonds : Joker !,"Fondateurs : Albin EGASSE, Nizar MELKI, Charles VALLANTIN DULAC","Nombre d'employés : 3 associés, 1 employé, 1 stagiaire",https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=SportEasy,https://www.sporteasy.net/?utm_source=JaimeLesStartups,True,http://www.linkedin.com/company/1442174?trk=tyah,https://www.facebook.com/sporteasy.net,,"['+123-456-7891', '123-555-6789', '+33 1 84 17 00 39', '123-555-6790', '+123-456-7890', '123-555-6791', '123-555-6792', '+33184170039', '123-555-6793']",['nizar.melki@sporteasy.net'],"['456 Oak Avenue, Townsville, XYZ 67890', '123 Main Street, Cityville, ABC 12345']","DEVANT VOTRE ÉCRAN OU QUAND ON MOUILLE LE MAILLOT, LE SPORT NOUS FAIT VIVRE DE GRANDES ET BELLES ÉMOTIONS. MAIS QUAND IL S’AGIT D’ORGANISER LA VIE D’UNE ÉQUIPE C’EST UNE AUTRE HISTOIRE ! COACHS AVERTIS ET ENTREPRENEURS PRÊT À DESCENDRE SUR LE TERRAIN, ALBIN, NIZAR ET CHARLES ONT CRÉE SPORTEASY POUR FACILITER LA VIE DE TOUS LES PASSIONNÉS DE SPORT COLLECTIF! UNE APPLI QUE MÊME LE QATAR NOUS ENVIE !"
Ikimo9,250 000€,17/10/2016,https://www.jaimelesstartups.fr/news/ikimo9/,Levée de fonds : 250 000€,Fondateurs : Elisabeth Julien,Nombre d'employés : 8,https://www.ikimo9.com/?utm_source=JaimeLesStartups,https://www.ikimo9.com/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/ikimo9,https://www.facebook.com/ikimo9community/?ref=ts&fref=ts,,"['123-456-7890', 'WhatsApp: +123456789', 'Fax: 789-012-3456', '456-789-0123']",['info@example.com'],"['123 Street Name, City, Country', '456 Avenue Name, Town, Country']","IKIMO9, LE 1ER COMPARATEUR DE LOGEMENTS NEUFS"
Fichit,40000,21/09/2016,https://www.jaimelesstartups.fr/fichit/,Levée de fonds : 40000,Fondateurs : Guillaume Besançon et Erwan Guillou,Nombre d'employés : 3,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Fichit,http://www.fichit.com/?utm_source=JaimeLesStartups,True,,https://www.facebook.com/fichit,,['00 33 6 16 11 56 16'],"['bonsitee@gmail.com', 'guillaumebesanconlejoueur@gmail.com', 'pierrebosio3@gmail.com', 'gouv.fr.fr@gmail.com']","['82, rue Bonaparte 75006 Paris']",FICHIT PERMET À TOUT UN CHACUN DE CRÉER DES BASES DES DONNÉES EN RÉCUPÉRANT L’INFORMATION SUR INTERNET… RIEN QUE ÇA :)
Yeeply Mobile,320000€,15/09/2015,https://www.jaimelesstartups.fr/yeeply-mobile/,Levée de fonds : 320000€,Fondateurs : Luis Picurelli et Hector Badal,Nombre d'employés : 15,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Yeeply%20Mobile,https://www.yeeply.com/fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/2722453?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A2722453%2Cidx%3A1-1-1%2CtarId%3A1441885166343%2Ctas%3Ayeepl,https://www.facebook.com/it.yeeply?fref=ts,,[],[],[],"YEEPLY C’EST UN COMME UN SITE DE RECONTRE SAUF QU’AU LIEU D’AVOIR DES GENS QUI SE RENCONTRENT POUR FAIRE DES BISOUS, C’EST DES GENS QUI SE RENCONTRENT POUR TRAVAILLER ENSEMBLE ET FAIRE DES APPLICATIONS MOBILES. D’UN CÔTÉ, IL Y A CEUX QUI ONT LES IDÉES, ET DE L’AUTRE, IL Y A CEUX QUI ONT LES COMPÉTENCES. BREF, UN JOYEUX MARIAGE QUI FERA PLEIN DE PETITS !"
Uppler,En cours,18/08/2015,https://www.jaimelesstartups.fr/uppler/,Levée de fonds : En cours,"Fondateurs : Tal Levy, Grégoire Chauvin, Emilien Bouard",Nombre d'employés : 10,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Uppler,https://www.uppler.com/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/uppler,https://www.facebook.com/upplernetwork,,[],[],"['535 Hudson Street, suite 5A, New-York City, NY 10014, United States', '3 Place Simone Veil, 54000 Nancy, France']","DANS LE GENRE IDÉE GÉNIALE, JE VOUDRAIS LE RÉSEAU SOCIAL POUR LA DISRTIBUTION B2B. BONNE PIOCHE ! VOUS RÉPONDRONS TAL, GRÉGOIRE ET EMILIEN. SI VOUS GÉREZ UNE BOUTIQUE, VOUS POUVEZ SUIVRE LES FOURNISSEURS QUI VOUS PLAISENT. C’EST L’OUTIL DE COMMUNICATION PARFAIT POUR UN MARCHÉ PAREIL ET LE BUSINESS MODEL EST BIEN VU !"
Clever Cloud,Confidentielle,09/10/2013,https://www.jaimelesstartups.fr/clever-cloud/,Levée de fonds : Confidentielle,"Fondateurs : Quentin ADAM, Kévin DECHERF",Nombre d'employés : 9,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Clever%20Cloud,https://www.clever-cloud.com/?utm_source=JaimeLesStartups,True,http://www.linkedin.com/company/1202148,https://facebook.com/clevercloudsas,,"['123-456-7890', '+1234567890', '123-456-7891', '456-789-0123']",[],"['123 Main Street, Cityville, Country A']","UN SERVEUR À VOTRE SERVICE PLUTÔT QUE DE VOUS ASSERVIR : LE RÊVE DE QUENTIN ET KEVIN EST DEVENU UNE RÉALITÉ AVEC CLEVER CLOUD. A L’HEURE DES TÉLÉPHONES “INTELLIGENTS”, IL ÉTAIT TEMPS QUE LES INFRASTRUCTURES DEVIENNENT FUTÉES. C’EST ÉGALEMENT CE QUE SE SONT DIT LES INVESTISSEURS DE KIMA VENTURES QUI ONT DÉJÀ ACCORDÉ – AVEC D’AUTRES – LEUR CONFIANCE À NOS DEUX JEUNES ENTREPRENEURS DÉVELOPPEURS ET À LEUR ÉQUIPE."
Simplon co,0 / fonds propres,29/08/2013,https://www.jaimelesstartups.fr/simplon-co/,Levée de fonds : 0 / fonds propres,"Fondateurs : Andrei, Erwan, Fred et Victor",Nombre d'employés : 4 (fondateurs) + 24 en septembre (recrues),https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Simplon%20co,https://simplon.co/?utm_source=JaimeLesStartups,True,,https://www.facebook.com/Simplon.co,,"['WhatsApp: +987654321', '987-654-3210', 'WhatsApp: +9876543210', '+1234567890', '123-456-7890', 'Fax: 555-123-4567', 'Fax: 789-012-3456', '456-789-0123']","['jobs@makesense.org', 'medias@simplon.co']","['456 Oak Avenue, Town, Country', '456 Elm Street, City, Country', '123 Main Street, City, Country']","AVEC UNE IDÉE EN TÊTE, ET LE SOUTIEN D’UN ENTREPRENEUR CHEVRONNÉ, ANDREI, ERWAN ET VICTOR RÉALISENT LEUR RÊVE : DÉVELOPPER LES DÉVELOPPEURS ! A L’HEURE OÙ TOUT LE BEAU MONDE SE MOBILISE POUR RELANCER LA FORMATION INFORMATIQUE DE GÉNÉRATIONS À VENIR À COUPS DE PROGRAMMES MASTODONTES, SIMPLON CO LA JOUE SIMPLE ET EFFICACE EN S’IMPLIQUANT LÀ OÙ PERSONNE N’AURAIT IMAGINÉ CRÉER UNE “FABRIQUE DE DÉVELOPPEURS – ENTREPRENEURS” : AU CŒUR DE MONTREUIL (ET PAS BIEN LOIN DE LA RÉDACTION DE VOS SERVITEURS…;). OUVERT À TOUTES ET À TOUS, CRÉÉ POUR TOUS LES PASSIONNÉ-E-S, EN COURS, PASSÉS ET À VENIR QUI VEULENT SE LANCER DANS L’AVENTURE DE L’ENTREPRENEURIAT ARMÉ COMME UN DÉVELOPPEUR."
DRESSWING,200 000,28/09/2015,https://www.jaimelesstartups.fr/dresswing/,Levée de fonds : 200 000,Fondateurs : 2,,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=DRESSWING,https://www.dresswing.fr/?utm_source=JaimeLesStartups,True,,https://www.facebook.com/dresswing,,[],[],[],"L’ÉCONOMIE PARTICIPATIVE N’A PAS FINI DE FAIRE PARLER D’ELLE. VOICI QU’ELLE S’ATTAQUE DÉSORMAIS AUX FRINGUES HAUT DE GAMME. ON LE SAIT TOUS, LES NANAS AIMENT LES GRANDES MARQUES DE LUXE MÊME SI LEUR PRODUITS SONT HORS DE PRIX. C’EST SUR CE CONSTAT (ET AUSSI PAR GOÛT POUR LES DITES FRINGUES) QUE DELPHINA A LANCÉ DRESSWING :"
Poulayot Studios,,03/08/2015,https://www.jaimelesstartups.fr/poulayot-studios/,,Fondateurs : Sabattier Franck,,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Poulayot%20Studios,https://www.poulayot.fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/in/franck-sabattier/,,,['0626495624'],[],"['20 Place Jean Jaurès, 13001 Marseille']","Poulayot Studios crée des vidéos pédagogiques et simplifie votre message, de manière ludique, dans un style dessin animé."
Ouistock,600 000,12/10/2015,https://www.jaimelesstartups.fr/ouistock/,Levée de fonds : 600 000,Fondateurs : Simon Ryckembush & Neville Ricour,Nombre d'employés : 10,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Ouistock,https://www.ouistock.fr/?utm_source=JaimeLesStartups,True,https://www.linkedin.com/company/5157783?trk=prof-exp-company-name,https://www.facebook.com/Ouistock-613457182076549/timeline/,,"['WhatsApp: +987654321', 'Fax: 9876543210', '+1234567890', '7890123456', '123-456-7890', '456-789-0123']",['info@example.com'],"['123 Street Name, City, Country', '456 Avenue Name, City, Country']","IL Y A BEAUCOUP DE MOUVEMENTS SUR LE MARCHÉ DU STOCKAGE. DEPUIS QUELQUES MOIS ON A VU APPARAÎTRE DE NOUVEAUX ACTEURS, PLUS NUMÉRIQUES ET AGILES QUE LEURS ANCÊTRES. MAIS VOICI QUE CE MARCHÉ SE FAIT DÉJÀ UBERISER PAR SIMON ET NEVILLE ! SI VOUS AVEZ DE L’ESPACE, LES AUTRES VIENNENT STOCKER CHEZ VOUS ET SI VOUS AVEZ BESOIN DE PLACE, VOUS STOCKEZ QUE LES GENS."
BLADE,13M€,29/10/2016,https://www.jaimelesstartups.fr/news/blade/,Levée de fonds : 13M€,"Fondateurs : Emmanuel FREUND, Asher KAGAN, Stéphane HELIOT, Yann DIRSON",Nombre d'employés : 17,http://www.shadow.tech/?utm_source=JaimeLesStartups,https://shadow.tech/,True,https://www.linkedin.com/company/blade-group,https://www.facebook.com/CodeShadowOfficial,,[],[],[],LE PC DU FUTUR POUR LES GAMERS ET LES STARTUPS EST ARRIVÉ !
